customer_id1,default,balance,housing,loan
124434,no,3013,yes,no
139595,no,393,no,yes
128449,no,149,yes,no
111996,no,0,no,no
129172,no,778,no,no
120481,no,451,no,yes
102183,yes,-283,yes,no
122446,no,255,no,no
137605,no,878,yes,no
127188,no,3679,yes,no
139775,yes,-235,no,yes
129297,no,303,yes,yes
118294,yes,-319,no,yes
111539,no,1844,no,no
134714,no,-258,yes,no
102303,no,276,yes,no
100497,no,263,yes,no
107441,no,223,yes,no
135074,no,1016,yes,yes
114534,no,0,no,no
111039,no,787,no,no
124067,no,910,no,no
139958,no,1555,no,no
116469,no,323,no,yes
122853,no,11126,no,no
129317,no,6,no,no
102767,no,0,yes,yes
123153,no,608,no,no
101943,no,1329,yes,yes
137279,no,141,yes,no
135556,no,162,yes,no
141356,no,2430,no,no
115073,no,195,no,no
114115,no,352,yes,no
112298,no,780,no,no
105927,no,192,yes,no
113766,no,-3,no,yes
106425,no,108,yes,no
144467,no,386,yes,no
139827,no,559,no,no
101076,no,137,yes,yes
130030,no,794,yes,no
100419,no,0,no,no
110184,no,1967,yes,no
114047,no,201,no,no
102342,yes,-18,yes,no
124734,no,-403,no,yes
134585,no,147,yes,no
139341,no,512,yes,no
113827,no,-266,no,yes
116460,no,246,yes,no
108156,no,298,yes,yes
100335,no,627,yes,no
134242,no,2957,yes,yes
135758,no,3806,yes,no
102083,no,297,yes,no
127993,no,5978,no,no
126892,no,392,yes,no
102615,no,309,yes,no
130021,no,451,no,no
103922,no,113,yes,no
101546,no,613,yes,no
129547,no,12939,yes,yes
120371,no,300,no,no
111707,no,1782,yes,no
106281,no,23,yes,no
117996,no,901,yes,yes
103744,no,1414,yes,no
100712,no,1328,yes,no
128226,no,86,no,no
103267,no,0,yes,no
120853,no,712,no,no
120928,no,890,no,no
112455,no,4294,no,no
126585,no,10386,yes,no
136554,no,4136,yes,no
134386,no,3421,no,no
117891,no,3967,no,yes
137735,no,980,yes,no
121846,no,497,no,no
104847,no,2610,yes,yes
126369,no,2913,no,no
117519,no,34,yes,no
107369,no,8839,yes,no
131878,no,810,yes,no
105420,no,2557,yes,no
123213,no,22815,no,no
130141,no,995,no,no
103268,no,718,yes,no
136132,no,240,yes,no
102713,no,446,yes,no
123388,no,1232,no,no
117600,no,337,yes,no
109210,no,1470,no,no
120633,no,2269,yes,no
128268,no,313,yes,no
100624,no,0,yes,no
103867,no,646,yes,no
133245,no,3082,yes,yes
114721,no,0,yes,no
116020,no,2611,yes,no
108050,no,-417,no,no
100118,no,52,yes,no
103732,no,89,yes,no
104189,no,384,yes,yes
142481,no,0,no,no
116280,no,-241,yes,no
116473,no,1355,no,no
114108,no,2242,no,no
111053,no,3706,no,no
103544,no,49,yes,no
106595,no,111,yes,yes
133640,no,0,yes,yes
140482,no,1998,no,no
134824,no,342,yes,yes
134678,no,393,yes,no
111575,no,989,no,no
133898,no,144,yes,yes
119141,no,813,no,yes
143196,no,4321,no,no
106274,no,-330,yes,yes
110406,no,2692,no,no
140196,no,572,no,no
106985,no,279,yes,no
133929,no,0,yes,yes
136973,no,2321,yes,no
100941,no,64,yes,no
117026,no,-635,no,no
133304,no,1422,yes,yes
143718,no,4305,yes,no
138735,no,116,yes,no
115225,no,406,yes,no
127657,no,-367,yes,yes
116292,no,336,yes,no
133302,no,1217,yes,no
130670,no,211,no,no
143146,no,41,yes,no
132398,no,3751,yes,no
123830,no,278,no,no
110203,no,289,no,no
103385,no,3216,yes,no
136474,no,-530,yes,yes
122616,no,71,no,no
105820,no,214,yes,yes
134088,yes,0,no,no
115117,no,556,yes,no
112733,no,6618,yes,no
110718,no,2321,no,yes
134055,no,1078,no,no
135791,no,2679,yes,yes
135273,no,504,yes,no
140489,no,1363,no,no
115745,no,0,yes,no
100228,no,-16,yes,yes
126918,no,-394,yes,no
141107,no,473,no,yes
111871,no,0,no,no
106541,no,79,yes,no
132372,no,-1,yes,no
123792,no,5,no,no
113663,no,22,yes,yes
120219,no,1100,no,yes
122659,no,2322,no,no
111296,no,0,no,no
141998,no,8304,no,no
109548,no,1001,no,no
138749,yes,32,yes,no
115943,no,8,no,yes
116138,no,-199,yes,no
127716,no,22569,yes,no
135193,no,427,yes,no
132336,no,-670,yes,no
119262,no,224,no,no
103965,no,634,yes,no
127953,no,0,no,no
134775,no,104,yes,no
111425,no,827,yes,no
138431,no,197,yes,no
109775,no,1953,yes,no
109658,no,1386,no,no
137986,no,1287,yes,no
106120,no,36,yes,no
110562,no,4924,no,no
106131,no,823,no,no
116590,no,536,yes,no
130041,no,223,no,no
109270,no,-389,yes,yes
123290,no,0,no,no
109782,no,1017,no,no
101180,no,743,yes,no
115324,yes,47,no,yes
101446,no,323,yes,yes
129530,no,1720,no,no
141917,no,0,no,no
136728,no,1535,yes,no
128631,no,902,yes,no
100278,no,51,yes,no
108058,no,-10,no,no
116101,no,-346,yes,yes
121569,no,1043,no,no
126701,no,8460,no,no
123050,no,409,no,yes
122177,no,205,no,no
115829,no,622,yes,no
122413,no,0,no,no
106226,no,-92,yes,no
136143,no,7400,yes,no
116586,no,299,no,yes
121674,no,0,no,no
131907,no,1287,yes,no
106893,no,1577,yes,yes
117557,no,0,no,no
111706,no,-859,yes,no
138353,no,1254,yes,no
101447,no,6,yes,no
100587,no,110,yes,yes
121573,no,2180,no,no
113414,no,5262,no,yes
112450,no,24,yes,no
116695,no,0,no,no
101070,no,21,yes,no
108518,no,191,yes,no
136761,no,56,no,no
128939,no,1114,yes,no
137203,no,1831,yes,no
123935,no,0,no,no
122256,no,15,no,no
115880,no,-60,yes,no
107214,no,192,yes,yes
131928,no,1725,yes,yes
104255,no,296,no,no
140609,no,2093,no,no
135773,no,71,yes,no
137130,no,512,no,no
110601,no,4723,yes,no
122456,no,14,no,no
104899,no,8153,yes,no
114607,no,0,yes,yes
106139,no,0,yes,no
102851,no,1374,no,yes
108270,no,185,yes,no
133174,no,1589,yes,no
142263,no,19,no,no
142805,no,3053,no,no
126448,no,3064,no,no
135863,no,253,yes,no
118216,no,-179,yes,no
141921,no,1310,no,no
129326,no,630,no,no
106691,no,49,no,no
102216,no,210,yes,no
130836,no,691,no,yes
128113,no,5715,no,no
118422,no,689,no,no
124533,no,1467,yes,yes
119998,no,1821,no,no
118142,no,2862,yes,yes
121184,no,68,no,no
135001,no,-569,yes,no
115064,no,12731,yes,no
135073,no,991,yes,no
129835,no,768,no,no
128897,no,1692,yes,no
131408,no,685,no,no
142373,no,2199,no,no
122250,no,150,no,no
125857,no,1503,no,no
136499,yes,-233,yes,no
128265,no,336,no,no
121795,no,1625,yes,no
125142,no,538,no,no
127252,no,23,no,yes
140612,no,126,no,no
132541,no,2720,yes,no
127985,no,213,no,no
126539,no,3815,no,no
138637,no,-407,yes,no
130323,no,292,yes,yes
122410,no,1898,no,no
132855,no,445,yes,no
128399,no,647,yes,no
126356,no,3655,no,no
127502,yes,0,yes,no
135529,no,202,yes,no
108179,no,1682,yes,no
121329,no,984,yes,no
113977,no,19,no,no
130170,no,95,no,no
121118,no,2625,no,no
114788,no,0,no,no
130781,no,195,no,no
139969,no,61,no,no
101936,no,360,yes,no
101423,no,-24,yes,no
136062,no,637,yes,no
136075,no,0,yes,no
115584,no,-407,yes,no
117646,no,5624,no,no
104848,no,178,yes,no
107573,no,357,yes,no
123362,no,-175,no,no
128721,no,0,no,no
135701,yes,-584,yes,no
140033,no,12322,no,no
103725,no,33,yes,no
106765,yes,-463,yes,no
110879,no,1498,no,yes
107504,no,94,yes,no
114909,no,327,no,yes
115471,no,3981,yes,no
117766,no,755,yes,no
136432,no,213,yes,no
110070,no,3467,no,no
115190,no,963,yes,no
130470,no,939,no,no
125338,no,480,yes,no
126250,no,898,yes,no
107078,no,223,yes,no
139233,no,392,yes,no
140325,no,15187,no,no
144092,no,1350,no,no
124569,no,6164,yes,no
121657,no,1759,no,no
109767,no,389,no,no
110891,no,426,no,no
105992,no,77,yes,no
138877,no,244,yes,yes
117173,no,3432,yes,no
111829,no,0,no,no
116312,no,192,yes,no
108711,no,1845,yes,no
120302,no,942,no,no
100488,no,10,yes,no
114774,no,142,yes,no
131829,no,4990,yes,no
141773,no,4152,yes,no
118822,no,2383,yes,no
107269,no,451,yes,yes
110632,no,6553,no,no
118671,no,-137,no,no
116057,no,47,yes,no
124701,no,3640,no,no
116120,no,283,yes,no
112518,no,-72,yes,no
142129,no,390,no,no
120133,no,443,no,no
137653,no,528,yes,no
141355,no,16517,no,no
130869,no,2938,no,no
136098,no,496,yes,no
120421,no,741,yes,no
115300,no,388,no,yes
129154,no,44,no,no
103669,no,1079,yes,no
116104,no,121,no,no
137389,no,-35,yes,no
100353,no,0,yes,no
126790,no,6424,no,no
112684,no,0,no,no
113388,no,969,no,no
100498,no,1,no,no
109254,no,71,no,no
130352,no,194,yes,no
136932,no,870,yes,yes
100445,no,46,yes,no
119159,no,574,no,no
102064,no,126,yes,no
139519,no,1381,yes,no
112219,no,703,no,no
115482,no,-234,no,yes
133742,no,0,yes,yes
135092,no,1010,yes,no
120985,no,3948,no,yes
129060,no,446,no,no
119162,no,697,no,no
131029,no,160,no,no
133768,no,514,yes,yes
121024,no,1021,no,no
126451,no,0,no,yes
109471,no,2505,no,no
104419,no,141,yes,no
124394,no,318,yes,no
101712,no,216,yes,no
137954,no,881,yes,no
123767,no,0,no,no
112241,no,10786,no,no
128380,no,135,yes,no
119463,no,51,no,no
133878,no,122,no,no
118158,no,1011,yes,no
136828,no,1288,yes,no
116467,no,294,yes,no
107601,no,6836,yes,no
106315,no,1004,yes,yes
138290,no,1325,yes,no
114514,no,-441,yes,no
140153,no,2389,no,no
125737,no,4608,yes,no
135718,no,202,yes,no
145065,no,-42,no,no
125359,no,2934,yes,no
113367,no,-329,yes,no
123009,no,0,no,no
129981,no,594,yes,no
107429,no,1365,yes,no
102984,no,2,yes,yes
130767,no,871,yes,no
106136,no,474,yes,yes
139258,no,59,yes,no
141751,no,0,no,no
137188,no,970,yes,no
132618,no,566,yes,yes
133397,no,1454,yes,no
123899,no,-281,no,no
114520,no,308,yes,no
107724,no,130,yes,no
130025,no,637,yes,no
127267,no,457,yes,no
119726,no,1966,no,no
125746,no,2708,no,no
118637,no,7957,no,no
116215,no,219,no,no
106836,no,-90,yes,no
117094,no,802,yes,no
101749,no,-333,yes,yes
134412,no,280,yes,no
123495,no,1940,no,no
103000,no,23189,yes,no
127466,no,235,no,yes
109172,no,983,no,yes
119844,no,1713,yes,no
122977,no,63,no,no
137644,no,1149,yes,no
102099,no,351,yes,no
129424,no,541,yes,no
100937,no,-174,yes,no
114967,no,41,yes,no
106116,no,5151,yes,yes
132157,no,702,no,no
141429,no,612,no,no
134625,no,0,yes,no
115922,no,1889,no,no
132851,no,572,yes,yes
116977,no,179,yes,no
128624,no,334,no,no
104945,no,109,yes,no
113409,no,19,no,yes
136011,no,355,yes,no
105638,no,3465,yes,no
129829,no,330,no,yes
144680,no,1252,no,no
130328,no,1410,yes,no
138132,no,421,yes,no
122527,no,0,no,no
109118,no,1619,no,no
137673,no,244,yes,no
120418,yes,-1980,yes,yes
121299,no,303,no,no
139397,no,-258,yes,no
107578,no,88,yes,yes
129362,no,46,no,no
127391,no,-88,yes,yes
128779,no,583,no,no
115642,no,99,yes,no
130735,no,1924,no,no
136776,no,-337,yes,yes
141578,no,2696,no,no
110648,no,167,no,no
113243,yes,74,no,no
140993,no,256,yes,no
127383,no,6710,no,no
124700,no,264,yes,yes
104697,no,5607,no,no
134613,no,579,yes,yes
137744,no,602,yes,no
130849,no,165,yes,no
116302,no,2474,yes,no
138616,no,1230,yes,yes
128597,no,1923,no,yes
119579,no,1349,yes,no
119311,no,688,no,no
111694,no,121,no,yes
138351,yes,-228,yes,no
102440,no,395,yes,no
114511,no,0,no,no
122111,no,2465,no,no
131641,no,738,yes,yes
132270,no,626,no,no
104470,no,261,yes,no
132701,no,375,yes,no
144378,no,37,no,no
104888,no,0,no,yes
138365,no,-967,yes,no
108937,no,0,yes,no
101358,no,844,yes,no
130652,no,906,yes,no
132656,no,263,yes,no
138208,no,60,yes,no
101801,no,417,yes,no
117192,no,-23,yes,no
103833,no,257,yes,no
106490,no,22,yes,yes
106556,no,-274,yes,no
135011,no,7,no,no
123370,no,127,no,no
115678,no,681,yes,yes
101388,no,442,yes,no
130797,no,491,no,no
112905,no,0,no,yes
102299,no,380,no,yes
112690,no,88,yes,yes
141339,no,227,no,no
113101,no,1926,no,no
112031,no,258,no,yes
135928,no,106,yes,yes
115511,no,181,yes,no
121875,no,329,no,no
122056,no,-146,yes,yes
119288,no,1373,no,no
139361,no,-75,yes,no
126728,no,8785,yes,no
124086,no,124,no,no
127324,no,86,no,yes
109713,no,263,no,no
102351,no,73,no,no
133015,no,-56,yes,yes
126247,no,50,yes,no
138487,no,99,yes,no
141793,no,0,no,no
126580,yes,421,no,no
106584,no,712,yes,no
113281,yes,28,no,yes
121322,no,3818,no,no
110461,no,3353,no,no
100141,no,2586,yes,no
102229,no,362,yes,no
140602,no,152,yes,no
142099,no,0,yes,yes
124601,no,3150,yes,no
107547,no,960,yes,no
116031,no,-17,yes,no
106549,no,68,yes,no
107966,no,16063,yes,no
117079,no,9,yes,no
117566,no,400,yes,no
128984,no,780,yes,no
118071,yes,-535,yes,no
134696,no,992,yes,yes
128271,no,498,yes,no
117604,no,216,yes,no
114632,no,1121,yes,no
102655,no,26765,no,no
102237,no,-302,yes,no
137537,no,6150,yes,no
114235,no,851,yes,no
113580,no,264,yes,yes
145008,no,385,no,no
111101,no,1354,no,no
106759,no,2921,yes,no
140367,no,617,no,no
111230,no,47,yes,no
109697,no,254,no,no
113974,no,260,yes,no
121755,no,-1,no,no
137956,no,-236,yes,no
141143,no,6844,no,no
118880,no,247,yes,no
123758,no,4348,yes,no
109144,no,3458,no,no
115695,no,895,no,no
125132,no,730,yes,no
135666,no,2263,no,no
142138,no,667,no,no
115164,no,-260,yes,yes
135033,no,-27,yes,no
143221,no,65,no,no
119614,no,311,no,no
117191,no,1018,yes,no
137682,no,469,yes,no
114299,no,756,no,no
113438,no,16,no,yes
102902,no,770,yes,no
112758,no,35,no,no
115201,no,4943,yes,no
113534,no,281,no,no
128634,no,1508,no,no
119158,no,1394,yes,no
114528,no,0,yes,no
102729,no,148,yes,no
132282,no,-613,yes,no
126286,no,5562,no,no
114538,no,0,yes,no
128883,no,265,no,no
118882,no,1060,no,yes
111080,no,4515,yes,no
136746,no,29,yes,no
133392,no,0,no,no
114621,no,13,no,no
118999,no,934,no,no
132055,no,1068,yes,no
125916,no,101,yes,no
129129,no,-301,no,yes
138357,no,581,yes,no
113509,no,888,yes,no
102466,yes,2,yes,no
133080,no,745,yes,no
104141,no,99,yes,yes
144578,no,1028,no,no
137634,no,2,yes,yes
109300,no,3694,yes,no
131385,no,1274,yes,no
125580,no,7957,no,no
101392,no,303,no,no
126809,no,6410,no,no
104589,no,11,yes,no
131759,no,948,yes,no
115298,no,2,yes,no
132953,no,710,yes,no
125862,no,377,yes,yes
121373,no,689,no,no
120914,no,-31,no,yes
128320,no,111,yes,no
132738,no,1776,yes,yes
104658,no,14,yes,yes
124961,no,330,yes,yes
123240,no,479,no,no
130976,no,2249,yes,no
137699,no,2139,yes,no
103626,no,421,yes,no
101149,no,98,yes,no
126884,no,-3,no,no
122253,no,249,no,no
131575,no,1180,yes,yes
126636,no,2243,no,no
127549,no,144,yes,no
105372,no,3517,yes,no
123565,no,45,no,no
128995,no,-969,no,no
112063,no,3984,no,no
122426,no,22,no,no
119746,no,2430,yes,no
127761,no,3111,yes,no
118764,no,572,yes,no
118979,no,3554,no,no
128095,no,3222,yes,no
124206,no,1801,no,no
112678,no,1156,no,yes
114644,no,860,yes,yes
112552,no,971,yes,yes
101407,no,841,yes,no
124661,no,557,yes,no
134993,no,209,yes,no
129804,no,1547,yes,no
136677,no,439,yes,no
141530,no,1675,no,no
128475,no,1034,no,no
132592,no,-170,yes,yes
113954,no,-261,no,yes
128293,no,343,no,no
134847,no,6271,yes,no
122088,no,0,no,no
140521,no,366,yes,yes
105686,no,-21,yes,yes
115547,no,273,yes,yes
139300,no,320,yes,no
144745,no,438,no,no
121624,no,374,no,no
135683,no,823,yes,no
109841,no,351,no,no
112671,no,60,no,no
121802,yes,18,no,yes
102893,no,4666,no,no
115056,no,1305,yes,no
112040,no,1088,yes,no
111319,no,1019,yes,no
104460,no,61,yes,no
145231,no,5083,no,no
102600,no,-633,yes,yes
113477,no,275,yes,no
138512,no,6979,yes,no
127343,no,6080,no,no
115463,no,10189,yes,no
105861,no,97,yes,yes
121192,no,1516,no,no
142425,no,376,no,no
138632,no,390,yes,no
104493,no,897,no,no
110260,no,303,no,no
102161,no,333,yes,no
111077,no,1318,yes,no
129340,no,158,yes,yes
132561,no,241,yes,no
138743,no,1423,yes,no
134860,no,589,yes,no
102165,no,210,no,yes
135827,no,4300,yes,yes
104429,no,164,yes,no
123471,no,334,no,no
140299,no,426,no,no
131895,no,11555,no,no
123329,no,0,no,no
126689,no,2283,no,no
118772,no,403,no,no
137326,no,1314,yes,no
120442,no,443,no,no
119892,no,1361,no,no
138969,no,2959,yes,no
117630,no,-323,yes,no
139158,no,144,yes,no
113040,no,0,no,no
139160,no,327,yes,no
132091,no,5087,yes,no
126700,no,452,no,no
124299,no,105,yes,no
125776,no,18,no,no
131576,no,1743,yes,no
108860,no,1566,yes,no
121045,no,171,no,no
111964,no,515,no,yes
118356,no,70,yes,no
102576,no,23,yes,no
140564,no,242,no,no
100901,no,8,no,no
121230,no,852,no,no
114890,yes,0,no,yes
119627,no,17,no,no
102864,no,14,no,no
114110,no,-23,no,no
109757,no,77,yes,yes
107688,no,2909,yes,no
112438,no,157,no,no
110700,no,294,yes,yes
140044,no,942,no,no
110098,no,48,no,no
141930,no,3872,no,no
145124,no,3355,no,no
138908,no,1128,yes,no
116923,no,2555,no,yes
122460,no,0,no,no
127441,no,3944,no,no
101545,no,289,yes,no
117187,no,1523,yes,yes
115593,no,851,no,yes
132764,no,437,yes,yes
106468,no,863,yes,yes
108320,no,1949,yes,no
104717,no,614,yes,no
122806,no,1860,no,no
123286,no,1632,no,no
120449,no,762,no,no
103872,no,385,yes,no
136786,no,0,yes,yes
137248,no,119,yes,no
136222,no,572,yes,no
114051,yes,892,yes,no
126803,no,3070,no,no
118873,no,1594,yes,no
125135,no,484,no,yes
107001,no,1995,yes,no
112941,no,0,no,yes
132109,no,5271,yes,no
122022,no,-39,yes,no
129296,no,991,no,no
121321,no,2774,no,no
114148,no,161,yes,no
100535,no,320,yes,no
118970,no,2305,no,no
131833,no,1342,yes,yes
105635,no,-1455,yes,no
124318,no,0,yes,yes
109573,no,19850,no,no
123256,no,387,no,no
139883,no,3652,no,no
129672,yes,58,no,no
108496,no,1355,yes,no
136861,no,1547,yes,no
120248,no,3886,no,no
130480,no,459,no,no
119576,yes,284,yes,no
118022,no,320,no,no
136258,no,761,yes,no
122933,no,1052,no,no
103086,no,-63,yes,no
116175,no,57,no,yes
129223,no,120,no,no
111711,no,732,yes,no
122301,no,1179,no,no
118145,no,1305,no,no
116403,no,159,yes,yes
102975,no,1654,yes,no
129685,no,72,no,no
106045,no,306,no,no
128088,no,130,no,no
107081,no,1307,yes,no
123480,no,235,no,no
107926,no,106,yes,no
114022,no,0,no,no
124295,no,7028,no,no
117779,no,394,no,no
138992,no,55,yes,no
103870,no,58,no,no
122807,no,0,no,no
124638,no,6274,yes,no
108901,yes,-426,no,no
135810,no,506,yes,no
111495,no,415,yes,no
125981,no,3498,no,no
143760,no,834,no,no
141191,no,7218,no,no
124119,yes,0,no,no
121862,no,606,yes,no
107889,no,0,yes,no
143473,no,2981,yes,yes
119184,no,1142,no,no
130738,no,326,no,no
113130,no,412,yes,yes
119465,no,2660,no,no
126269,no,6904,no,no
131906,no,1204,yes,no
104275,no,6042,yes,no
121769,no,0,no,yes
109538,no,160,no,no
134076,no,199,no,no
109884,no,2920,yes,no
113639,no,0,yes,no
121504,no,9804,yes,yes
122846,no,29,no,no
138626,no,1064,yes,no
139198,no,-234,yes,no
102046,no,43,yes,no
113050,no,387,no,no
143365,no,66,yes,no
118332,no,742,no,no
104488,no,690,yes,no
102044,no,1555,yes,no
102337,no,0,no,no
115437,no,1584,yes,no
138130,no,502,yes,no
129452,no,1082,no,no
132412,no,1375,yes,no
109719,no,311,no,no
138811,no,46,yes,no
135979,no,3429,yes,yes
123453,no,0,no,no
126761,no,2467,no,no
138358,no,1027,yes,no
111447,no,0,no,no
117842,no,0,no,yes
122801,no,631,yes,no
109709,no,313,yes,no
141911,no,1830,no,no
112807,no,0,yes,no
129779,no,41,yes,no
139132,no,49,yes,no
103526,no,84,yes,no
117692,no,717,no,no
113824,no,184,yes,no
106703,no,82,no,no
131075,no,82,no,no
136233,no,6215,yes,no
101682,no,298,yes,no
111311,no,0,no,no
111903,no,2400,no,no
140893,no,683,no,no
104685,no,210,yes,yes
118042,no,63,no,no
104479,no,2592,yes,no
107786,no,1158,yes,no
109939,no,-322,no,no
138391,no,501,yes,no
109838,no,31,no,no
125924,no,1784,yes,no
113845,no,360,no,no
136991,no,-199,yes,yes
100756,no,-349,yes,no
126865,no,3051,yes,no
117178,no,475,no,no
134570,no,0,yes,no
132468,no,300,yes,no
130127,no,546,yes,no
121785,no,58,no,no
122606,no,502,no,no
123728,no,0,no,no
127664,no,477,yes,yes
100103,no,2,yes,yes
139552,no,2583,no,no
118407,no,194,no,no
125500,no,3,yes,no
137674,no,1437,yes,no
113386,no,-329,no,yes
144273,no,1112,no,no
111191,no,265,no,no
106333,no,-139,yes,yes
111070,no,99,no,no
125894,no,0,no,no
101158,no,438,yes,no
139098,no,373,yes,no
108086,no,2193,yes,yes
117884,no,2889,no,no
124522,no,0,no,yes
108531,no,9326,yes,no
138429,no,1987,yes,no
105796,no,1651,yes,no
117821,no,859,no,no
123894,no,1673,yes,no
100693,no,4070,yes,no
136994,no,4196,yes,no
136825,no,883,yes,no
102679,no,6958,yes,yes
133936,no,506,no,no
112114,no,765,yes,no
112378,no,1197,yes,no
127628,no,0,yes,no
103029,no,1691,yes,no
107790,no,1210,yes,no
121521,no,1221,yes,yes
117682,no,193,yes,yes
139326,no,-32,yes,no
136082,no,366,yes,no
129186,no,-75,yes,no
135706,no,11103,yes,no
136940,no,1596,yes,no
133369,no,18,yes,yes
130310,no,794,yes,no
115286,no,600,no,no
121765,no,487,yes,no
129441,no,615,no,no
117762,no,1818,no,yes
120741,no,545,yes,no
123653,no,23,no,no
122358,no,161,no,no
142310,no,3579,no,no
112239,no,901,yes,no
139373,no,136,yes,no
117432,no,-476,yes,no
102139,no,-294,yes,no
108707,yes,-207,yes,no
106936,no,-779,yes,no
104928,no,1136,yes,no
113501,no,56,yes,no
104492,no,434,yes,no
135036,no,115,yes,no
102559,no,160,yes,no
102383,no,570,yes,no
108524,no,0,yes,no
114517,no,0,no,no
127245,no,0,yes,yes
134487,no,388,no,no
104944,no,734,yes,no
126745,no,17056,yes,no
112303,no,575,no,no
120883,no,382,no,no
141737,no,4545,no,no
139690,no,928,no,no
122883,no,1385,no,no
101845,no,118,yes,no
106349,no,223,yes,no
136034,no,541,yes,no
108574,no,4408,yes,no
124955,no,7378,no,no
110267,no,433,no,no
118149,no,1013,yes,no
117331,no,1587,yes,no
117915,no,738,no,yes
100702,no,395,yes,no
134809,no,140,yes,yes
105271,no,336,yes,no
127627,no,3534,no,no
113413,no,8,no,yes
107372,no,295,yes,no
108662,no,1602,yes,no
140561,no,890,no,no
120949,no,9139,no,no
129248,no,-224,yes,no
120074,no,254,no,no
109672,no,-97,yes,no
116485,no,0,yes,yes
132085,no,3752,yes,no
136495,no,244,yes,no
105982,no,984,yes,no
109585,no,1265,yes,no
131816,no,1174,yes,no
131621,no,-30,yes,yes
144335,no,1388,no,no
136001,no,0,yes,no
124865,no,606,no,yes
104836,no,897,yes,no
137505,no,12392,yes,no
107411,no,-261,yes,no
124503,no,4344,yes,no
117663,no,10,yes,no
124293,no,910,no,no
121253,no,310,yes,yes
112407,no,0,yes,no
119382,no,2876,no,no
127026,no,5276,no,no
111799,no,1736,yes,no
104879,no,6102,yes,yes
138875,no,22,no,no
135249,no,92,yes,no
111595,no,338,no,no
102798,no,617,yes,no
124652,no,4593,yes,yes
103308,no,420,yes,no
113445,no,339,no,no
137139,no,0,yes,no
119380,no,29,no,no
126219,no,509,no,yes
106832,no,58,yes,no
108025,no,71,yes,no
125732,no,360,no,no
114602,no,58,yes,no
117305,no,0,yes,no
130024,no,364,yes,yes
132898,no,3977,yes,no
129782,no,802,no,no
124616,no,1187,no,no
136865,no,419,yes,no
122066,no,507,no,no
123189,no,10,no,no
117847,no,132,yes,no
106342,no,4793,no,no
111713,no,136,yes,no
136839,no,3420,yes,no
126867,no,1310,no,yes
128739,no,33,no,no
116623,no,204,no,no
109541,no,9,no,yes
111558,no,271,yes,no
109776,no,0,no,no
108120,no,4,yes,no
101733,no,186,yes,no
139547,no,732,no,no
108787,no,654,no,no
107051,no,133,yes,no
137125,no,944,no,no
124106,no,2233,no,no
114790,no,3,yes,yes
121200,no,3,no,no
100438,no,56,yes,yes
139562,no,612,no,no
132926,no,372,yes,no
105206,no,1599,yes,no
142200,no,846,no,no
129526,no,0,no,no
136105,no,1597,no,no
127834,no,1076,no,no
144768,no,1204,no,no
113252,no,478,no,yes
116459,no,103,no,no
102010,no,469,yes,no
107394,no,672,yes,no
115739,no,103,yes,no
126296,no,66,yes,no
125165,no,16397,no,no
133990,no,803,no,no
130724,no,-538,no,yes
101862,no,1868,yes,no
137891,no,177,yes,no
111332,no,0,no,no
112689,no,0,no,no
129071,no,21,yes,no
101227,no,1571,yes,no
106271,no,3154,yes,yes
120134,no,3003,no,no
130136,no,479,no,no
138605,no,940,yes,no
107229,no,72,yes,no
133328,no,2861,yes,no
101764,no,0,yes,no
135139,no,623,yes,no
139157,no,-142,yes,no
121815,no,123,no,no
115576,no,171,no,no
113644,no,-384,yes,no
104628,no,327,yes,no
100754,no,104,yes,no
111082,no,306,no,yes
104509,no,24,yes,no
114214,no,645,yes,yes
101417,no,36,yes,no
138702,no,0,yes,no
134289,no,1723,no,no
116404,no,739,yes,no
105987,no,54,yes,yes
140593,no,473,no,no
116871,no,2253,yes,no
133073,no,620,yes,no
133587,no,328,yes,no
137370,no,292,yes,yes
129584,no,246,no,no
139230,no,4254,yes,no
117928,no,9143,no,no
113447,no,21,no,no
110216,no,7653,no,no
100830,no,325,yes,no
130939,no,1106,no,no
112778,no,-116,no,yes
107586,no,1689,yes,no
133112,no,961,yes,no
120368,no,578,no,no
110301,no,2821,no,no
133873,no,228,no,no
111490,yes,-1007,yes,yes
133648,no,161,yes,no
118196,no,1116,yes,no
127907,no,-57,no,no
138435,no,-295,yes,no
117280,no,349,yes,yes
136350,no,0,yes,no
139995,no,871,yes,no
144246,no,1468,no,no
127064,no,1727,no,no
124999,no,3,yes,no
126675,no,0,no,no
115811,no,316,yes,no
121135,no,972,no,no
137013,no,1193,no,no
111063,no,120,no,no
144763,no,549,no,no
119541,no,223,no,no
110787,no,756,yes,no
114453,no,-24,no,yes
137039,no,0,yes,yes
106956,no,529,yes,no
137392,no,1026,yes,no
139672,no,808,no,no
110671,no,197,no,no
126364,no,0,yes,no
108463,no,-446,no,no
129553,no,553,yes,no
107642,no,5669,yes,no
139268,no,1560,yes,no
123107,no,0,no,no
113127,no,312,no,no
120623,no,2024,no,no
128655,no,1366,yes,no
133471,no,283,yes,no
112576,no,91,no,yes
143338,no,2635,no,no
136550,no,151,yes,no
142286,no,3940,yes,no
136382,no,-458,yes,no
121125,no,188,no,no
114246,no,0,no,yes
135857,no,227,yes,yes
133622,no,739,yes,no
116580,no,291,yes,no
139759,no,2279,yes,yes
